,ad_title,ad_link,ad_bedroom,ad_bathroom,ad_size,ad_price,location
158,HOT OPPORTUNITY Twin house for sale at layan !!!!!,/en/buy/twin-house-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-layan-residence-2107381.html,3,3,270,294400.0,Egypt
159,i villa ready to move in Mountain View New Cairo,/en/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-hyde-park-2108059.html,4,3,287,96000.0,Egypt
160,"For sale chalet in Telal Ain Sokhna, full Sea view",/en/buy/chalet-for-sale-suez-al-ain-al-sokhna-telal-al-sokhna-2107016.html,3,2,120,139520.0,Egypt
161,Hot Deal Chalet 93m For Sale - Marassi Marina,/en/buy/chalet-for-sale-north-coast-sidi-abdel-rahman-marassi-2107146.html,1,1,93,198400.0,Egypt
162,Catchy Price | Chalet in New Alamein | 115 SQ.M,/en/buy/chalet-for-sale-north-coast-new-alamein-city-north-edge-towers-2101005.html,2,2,115,166144.0,Egypt
163,LOWEST PRICE FOR VILLA  FOR SALE IN MARASSI,/en/buy/villa-for-sale-north-coast-sidi-abdel-rahman-marassi-2101295.html,5,4,520,812800.0,Egypt
164,Twinhouse Sea View in Marassi Verdi North Coast,/en/buy/twin-house-for-sale-north-coast-sidi-abdel-rahman-marassi-2101987.html,4,5,290,704000.0,Egypt
165,شقة تشطيب كامل من المالك بدون عمولة استلام9/2021,/en/buy/apartment-for-sale-cairo-shorouk-city-el-shorouk-compounds-al-burouj-compound-2102012.html,2,2,143,128128.0,Egypt
166,Under Market Price Apartment for sale the square,/en/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-the-square-2103079.html,3,3,225,147200.0,Egypt
167,Fully Finished Twinhouse in Marassi Blanca,/en/buy/twin-house-for-sale-north-coast-sidi-abdel-rahman-marassi-2102332.html,4,5,323,678400.0,Egypt
168,Townhouse corner in compound layan sabbour,/en/buy/townhouse-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-layan-residence-2103589.html,4,5,266,300800.0,Egypt
169,Amazing  Standalone  at Katameya Dunes  800 M    .,/en/buy/villa-for-sale-cairo-new-cairo-city-el-katameya-el-katameya-compounds-katameya-dunes-2103617.html,7,6,800,992000.0,Egypt
170,Penthouse for sale in New Narges in new Cairo,/en/buy/penthouse-for-sale-cairo-new-cairo-city-new-narges-2100152.html,3,3,290,116000.0,Egypt
171,Dyar Park ( ARCO) Compound Twin For Sale,/en/buy/twin-house-for-sale-cairo-new-cairo-city-ext-north-inves-area-dyar-park-2100546.html,4,4,371,403200.0,Egypt
172,Town House Corner fully finishd a LA ROSA compound,/en/buy/townhouse-for-sale-cairo-new-cairo-city-north-investors-area-zahrat-el-tagamoa-2100547.html,2,4,650,384000.0,Egypt
173,For limited chalet in Bianchi north coast 145k dp,/en/buy/chalet-for-sale-north-coast-sidi-abdel-rahman-bianchi-2101460.html,3,2,95,172800.0,Egypt
174,Chalet 3 rooms with garden delivery 2 year 15%Dp,/en/buy/chalet-for-sale-north-coast-al-alamein-amwaj-2101222.html,3,3,145,336000.0,Egypt
175,"Apartment 137 m, finished with ACs, in 90 Avenue",/en/buy/apartment-for-sale-cairo-new-cairo-city-south-investors-area-90-avenue-2103250.html,2,2,137,190046.4,Egypt
176,Own a chalet in the towers  Alamein installments,/en/buy/chalet-for-sale-north-coast-new-alamein-city-the-gate-towers-2103573.html,2,1,100,17600.0,Egypt
177,villa dIrect on lagoon primary location,/en/buy/villa-for-sale-north-coast-sidi-abdel-rahman-marassi-2103402.html,5,5,500,953600.0,Egypt
178,House for sale in Bloomfields compound in Mostakbal,/en/buy/townhouse-for-sale-cairo-mostakbal-city-future-city-mostakbal-city-compounds-bloomfields-2104961.html,4,4,260,316928.0,Egypt
179,Own apartment 3 bed with installment in New Capital,/en/buy/apartment-for-sale-cairo-new-capital-city-new-capital-compounds-il-bosco-2105097.html,3,3,183,7520.0,Egypt
180,Villa Corner in Mountain View chill out park type B,/en/buy/villa-for-sale-giza-6-october-city-northern-expansions-mountain-view-chill-out-park-2106069.html,5,5,355,231424.0,Egypt
181,Own apartment 3 bed with installment in New Capital,/en/buy/apartment-for-sale-cairo-new-capital-city-new-capital-compounds-il-bosco-2106584.html,3,3,150,99200.0,Egypt
182,Own apartment 3 bed with installment in New Capital,/en/buy/apartment-for-sale-cairo-new-capital-city-new-capital-compounds-sky-ad-2106393.html,3,3,195,121600.0,Egypt
183,"Villa for sale in Hyde Park, prime location       .",/en/buy/villa-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-hyde-park-2106042.html,3,4,214,297600.0,Egypt
184,Own apartment 3 bed with installment in New Capital,/en/buy/apartment-for-sale-cairo-new-capital-city-new-capital-compounds-de-joya-2106318.html,3,3,200,16000.0,Egypt
185,Flat with garden sale Lake View Residence New Cairo,/en/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-lake-view-residence-2106322.html,3,3,190,308608.0,Egypt
186,Own apartment 3 bed with installment in New Capital,/en/buy/apartment-for-sale-cairo-new-capital-city-r7-2105667.html,3,2,150,11200.0,Egypt
187,Own apartment 3 bed with installment in New Capital,/en/buy/apartment-for-sale-cairo-new-capital-city-r7-2105811.html,3,2,150,10880.0,Egypt
188,Own Penthouse 4 bed with installment in New Capital,/en/buy/penthouse-for-sale-cairo-new-capital-city-r7-2106194.html,4,3,211,21760.0,Egypt
189,Own apartment 3 bed with installment in New Capital,/en/buy/apartment-for-sale-cairo-new-capital-city-new-capital-compounds-de-joya-2105439.html,3,3,140,11520.0,Egypt
190,Penthouse 4Bed With DP 350K Installment Over 9 Years,/en/buy/penthouse-for-sale-cairo-new-capital-city-r7-2105798.html,4,3,205,22400.0,Egypt
191,apartment in The Icon with 15% DP & 10years Inst.,/en/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-the-icon-residence-2108775.html,3,2,178,21360.0,Egypt
192,Marassi|Blanca|villa|1st Golf&lake|First use|Ready,/en/buy/villa-for-sale-north-coast-sidi-abdel-rahman-marassi-2104839.html,5,5,525,736000.0,Egypt
193,Villa For Sale In Vinci With Installments Over 9 Years,/en/buy/villa-for-sale-cairo-new-capital-city-new-capital-compounds-il-bosco-2104884.html,3,3,325,12320.0,Egypt
194,For sale with facilities Apartment 3bed in New Capital,/en/buy/apartment-for-sale-cairo-new-capital-city-new-capital-compounds-de-joya-2105171.html,3,3,181,13440.0,Egypt
195,Villa Sea Front Fully Finished In Mazarine New Alamein,/en/buy/villa-for-sale-north-coast-new-alamein-city-mazarine-2107551.html,5,4,365,96000.0,Egypt
196,Own villa 3bed with facilities at Palm hills New Cairo,/en/buy/villa-for-sale-cairo-new-capital-city-new-capital-compounds-il-bosco-2106559.html,3,3,315,177280.0,Egypt
197,Apt For Sale In Anakaji With Installments Over 9 Years,/en/buy/apartment-for-sale-cairo-new-capital-city-r7-2104638.html,3,2,162,11200.0,Egypt
198,Apartment 200m for sale with facilities in New Capital,/en/buy/apartment-for-sale-cairo-new-capital-city-r7-2105434.html,4,3,200,13760.0,Egypt
199,Fully finished Apartment With Installments Over 9 Years,/en/buy/apartment-for-sale-cairo-new-capital-city-r7-2105379.html,3,2,151,12800.0,Egypt
200,Chalet 125m prime location in MountainView Ras El Hekma,/en/buy/chalet-for-sale-north-coast-ras-al-hekma-mountain-view-2106796.html,3,2,125,147200.0,Egypt
201,0% DP chalet sale IL Monte Galala Installments 10 Years,/en/buy/chalet-for-sale-suez-al-ain-al-sokhna-il-monte-galala-2107328.html,2,2,100,171520.0,Egypt
202,Chalet 95 in garden fully finished first row on the sea,/en/buy/chalet-for-sale-suez-al-ain-al-sokhna-il-monte-galala-2108160.html,2,1,95,185600.0,Egypt
203,Apartment With Installments Over 9 Years In New Capital,/en/buy/apartment-for-sale-cairo-new-capital-city-new-capital-compounds-il-bosco-2105777.html,3,2,151,6400.0,Egypt
204,Apartment Fully Finished With installments Over 9 Years,/en/buy/apartment-for-sale-cairo-new-capital-city-r7-2105406.html,2,2,127,17600.0,Egypt
205,"Own your Chalet with only 1,725,000 in El Ain el Sokhna",/en/buy/chalet-for-sale-suez-al-ain-al-sokhna-la-vista-la-vista-topaz-2106021.html,3,3,150,110400.0,Egypt
206,Standalone villa for sale in IL Monte Galala Ain Sokhna,/en/buy/villa-for-sale-suez-al-ain-al-sokhna-il-monte-galala-2107144.html,4,4,213,332800.0,Egypt
207,3rd Row Standalone in Swan Lake North Coast,/en/buy/villa-for-sale-north-coast-qesm-ad-dabaah-swan-lake-2096782.html,5,5,490,940800.0,Egypt
208,Town house for sale at mivida new cairo finished,/en/buy/townhouse-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mivida-2096110.html,3,1,173,364800.0,Egypt
209,TownHouse for sale at Woodville palm hills October,/en/buy/townhouse-for-sale-giza-6-october-city-al-wahat-road-palm-hills-woodville-2096159.html,4,5,227,249600.0,Egypt
210,شقه للبيع كومبوند JAYD متشطبه امام الرحاب بتسهيلات,/en/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-al-riyadh-secon-2095760.html,3,3,165,170240.0,Egypt
211,Amazing Townhouse For Sale In Sarai New Cairo,/en/buy/apartment-for-sale-cairo-mostakbal-city-future-city-mostakbal-city-compounds-sarai-2096434.html,3,4,174,172800.0,Egypt
212,Apartment For Sale With Below Market Price In New Capital,/en/buy/apartment-for-sale-cairo-new-capital-city-r7-2105190.html,3,2,147,10060.8,Egypt
213,Amazing Fully Finished 90% Standalone 520M at PK1.,/en/buy/villa-for-sale-cairo-new-cairo-city-el-katameya-el-katameya-compounds-palm-hills-kattameya-2098883.html,5,4,520,832000.0,Egypt
214,apartment 199m landscape view norh,/en/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-hyde-park-2097998.html,3,3,199,182400.0,Egypt
215,Villa For Sale In Il-Bosco With Installments Over 9 Years,/en/buy/villa-for-sale-cairo-new-capital-city-new-capital-compounds-il-bosco-2106787.html,3,3,320,11520.0,Egypt
216,"Own an Apartment with only 200,000 in Patio Oro New Cairo",/en/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-el-patio-oro-2106148.html,2,2,120,12800.0,Egypt
217,discount Apartment in Entrada Compound New Capital,/en/buy/apartment-for-sale-cairo-new-capital-city-new-capital-compounds-entrada-2098424.html,3,2,113,105600.0,Egypt
218,Twin house 225 m in golden square + installments,/en/buy/twin-house-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-azzar-2-2099484.html,4,4,225,480000.0,Egypt
219,Hot Offer Hacienda Bay Junior Chalet Ground floor,/en/buy/chalet-for-sale-north-coast-sidi-abdel-rahman-hacienda-bay-2098842.html,3,3,200,256000.0,Egypt
220,Resale Apt 172m Sea/ Lagoon View North Edge Towers,/en/buy/apartment-for-sale-north-coast-new-alamein-city-north-edge-towers-2097851.html,3,3,172,531200.0,Egypt
221,Apartment | 132 m | Boulevard | prime location,/en/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mivida-2096587.html,2,2,132,226298.11,Egypt
222,"Apartment in De Joya New Capital R8 dp147,000 Only",/en/buy/apartment-for-sale-cairo-new-capital-city-new-capital-compounds-de-joya-2097601.html,2,1,110,94080.0,Egypt
223,Villa  with installment on 9 years in New Capital compounds,/en/buy/villa-for-sale-cairo-new-capital-city-new-capital-compounds-il-bosco-2106024.html,4,4,251,16000.0,Egypt
224,Duplex for sale with installment on 12 years at New Capital,/en/buy/duplex-for-sale-cairo-new-capital-city-new-capital-compounds-de-joya-2106058.html,3,3,433,24960.0,Egypt
225,Corner villa for sale in Palm Hills type i1  prime location,/en/buy/villa-for-sale-giza-6-october-city-al-wahat-road-palm-hills-golf-extension-2106039.html,5,5,377,416000.0,Egypt
226,Own apartment  with installment Over 7 years in New Capital,/en/buy/apartment-for-sale-cairo-new-capital-city-new-capital-compounds-midtown-sky-2105384.html,3,2,160,96000.0,Egypt
227,Apartment 3Bed Fully Finished With Installment Over 9 Years,/en/buy/apartment-for-sale-cairo-new-capital-city-r7-2106280.html,3,2,144,12160.0,Egypt
228,For sale with facilities Apartment 2bed in New Capital City,/en/buy/apartment-for-sale-cairo-new-capital-city-r7-2104993.html,2,1,99,8960.0,Egypt
229,Apartment for sale with facilities at New Capital Compounds,/en/buy/apartment-for-sale-cairo-new-capital-city-r7-2105436.html,5,4,370,25600.0,Egypt
230,With 140K DP Own Apartment 190m With Installment Over 9Years,/en/buy/apartment-for-sale-cairo-new-capital-city-new-capital-compounds-il-bosco-2105979.html,3,3,190,8960.0,Egypt
231,Chalet for sale with direct sea view from the roof in blue blue,/en/buy/chalet-for-sale-suez-al-ain-al-sokhna-blue-blue-2108175.html,3,1,110,14144.0,Egypt
232,Own your chalet immediately in the finest project in Ain Sokhna,/en/buy/chalet-for-sale-suez-al-ain-al-sokhna-la-vista-la-vista-4-2106315.html,2,2,110,176000.0,Egypt
233,Own apartment fully finished 160m with installment over 9 years,/en/buy/apartment-for-sale-cairo-new-capital-city-new-capital-compounds-il-bosco-2105598.html,4,4,160,7520.0,Egypt
234,In  New Capital Duplex For Sale With Installments Over 10 Years,/en/buy/apartment-for-sale-cairo-new-capital-city-new-capital-compounds-sky-ad-2106363.html,3,4,255,18560.0,Egypt
235,"Own your Villa immediately  with only 1,781,500 in Patio 5 East",/en/buy/townhouse-for-sale-cairo-shorouk-city-el-shorouk-compounds-el-patio-al-patio-5-east-2106609.html,3,3,228,114016.0,Egypt
236,With Installment Over 12Years Own Apartment 160m In New Capital,/en/buy/apartment-for-sale-cairo-new-capital-city-new-capital-compounds-de-joya-2106026.html,3,3,160,12160.0,Egypt
237,"Duplex 290m with private garden for sale, 12 years installments",/en/buy/duplex-for-sale-cairo-new-capital-city-new-capital-compounds-de-joya-2105835.html,4,4,290,17920.0,Egypt
238,Apartment Corner For Sale 175M All inclusive At Stone Residence,/en/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-stone-residence-2106167.html,3,3,175,112640.0,Egypt
239,Fully finished villa 662m for sale in Diyar Al Mokhabarat Compound,/en/buy/villa-for-sale-cairo-new-cairo-city-ext-north-inves-area-dyar-2106516.html,5,5,662,1056000.0,Egypt
240,Own Apartment for sale with installment on 10 years in New Capital,/en/buy/apartment-for-sale-cairo-new-capital-city-r7-2104626.html,3,3,215,15040.0,Egypt
241,Own a fully finished chalet and enjoy the clear sea of ​​the coast,/en/buy/chalet-for-sale-north-coast-qesm-marsa-matrouh-d-bay-2108215.html,2,2,100,18368.0,Egypt
242,2 Fully Finished Villas V2 With A Lake View At Cairo Festival City,/en/buy/villa-for-sale-cairo-new-cairo-city-north-investors-area-cairo-festival-city-2107633.html,5,5,600,1280000.0,Egypt
243,Apartment 3 beds for sale with facilities 12 years and cash10% only,/en/buy/apartment-for-sale-cairo-new-capital-city-new-capital-compounds-de-joya-2105391.html,3,3,139,10880.0,Egypt
244,For  sale apartment 3bed with installment on 9 years in New Capital,/en/buy/apartment-for-sale-cairo-new-capital-city-new-capital-compounds-il-bosco-2106452.html,3,3,149,6400.0,Egypt
245,Duplex For sale in new capital with facilities 12 years and 10% D.P,/en/buy/duplex-for-sale-cairo-new-capital-city-new-capital-compounds-de-joya-2104916.html,4,4,285,18560.0,Egypt
246,"Apartment immediate delivery with 822,000 Down payment in El Shorouk",/en/buy/apartment-for-sale-cairo-shorouk-city-el-shorouk-compounds-el-patio-patio-casa-2106237.html,3,3,185,52608.0,Egypt
247,Pool and Sea View Twinhouse in La Vista Bay,/en/buy/twin-house-for-sale-north-coast-qesm-ad-dabaah-la-vista-la-vista-bay-2104049.html,4,3,240,416000.0,Egypt
248,Apt View lakes and Landscape Third Floor Dis 12%,/en/buy/apartment-for-sale-cairo-new-capital-city-new-capital-compounds-scene-7-2100256.html,4,3,200,175190.4,Egypt
249,3 In 1 Upper Chalet for sale in Hacienda Bay,/en/buy/chalet-for-sale-north-coast-sidi-abdel-rahman-hacienda-bay-2102165.html,2,4,234,329600.0,Egypt
250,loft 2 bedrooms for sale sea view blanca soma bay,/en/buy/apartment-for-sale-red-sea-hurghada-safaga-soma-bay-mesca-2102706.html,2,2,166,35200.0,Egypt
251,Apartment for Sale 127 m Garden View Eastown Sodic,/en/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-eastown-2101952.html,3,2,127,145280.0,Egypt
252,295sqm villa Karma Gates Compound Sheikh Zayed,/en/buy/villa-for-sale-giza-sheikh-zayed-city-new-zayed-city-al-karma-gates-2102130.html,3,5,295,537600.0,Egypt
253,Villa 380m for sale in Stone Park  Prime Location,/en/buy/villa-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-stone-park-2103857.html,2,4,380,467200.0,Egypt
254,Junior Chalet ground for sale in Hacienda White,/en/buy/chalet-for-sale-north-coast-sidi-abdel-rahman-hacienda-white-2103810.html,3,3,175,265600.0,Egypt
255,Fully finished apartment for sale Hyde Park 227m,/en/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-hyde-park-2103993.html,3,3,227,195200.0,Egypt
256,i villa garden in mountain view + installments,/en/buy/ivilla-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-icity-2103967.html,3,3,180,22400.0,Egypt
257,Amazing Classic Standalone at Hyde Park 271 M    .,/en/buy/villa-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-hyde-park-2103841.html,4,3,271,428800.0,Egypt
258,standalone MV  New Design at Villette Sodic 365 M.,/en/buy/villa-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-villette-2103431.html,4,4,365,704000.0,Egypt
259,Sea View Upper Chalet La Vista Ras El Hekma,/en/buy/chalet-for-sale-north-coast-qesm-ad-dabaah-la-vista-la-vista-bay-2104064.html,3,2,150,256000.0,Egypt
260,corner Standalone 413m at Palm Hills Extension PK2,/en/buy/villa-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-palm-hills-katameya-extension-2103565.html,4,4,413,448000.0,Egypt
261,Discount offer up to 40% installment 6 years apartment fully finished,/en/buy/apartment-for-sale-cairo-new-capital-city-new-capital-compounds-capital-heights-2-2108526.html,3,3,132,124608.0,Egypt
262,Apartment for Sale with Discount 32% and Rest over 7 Years in New Capital,/en/buy/apartment-for-sale-cairo-new-capital-city-r7-2106545.html,4,3,221,13440.0,Egypt
263,Penthouse for sale in Mountain View Hyde Park New Cairo with a good price,/en/buy/penthouse-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-hyde-park-2107668.html,3,3,166,145920.0,Egypt
264,Apartment 3 Bedrooms for Sale with installment over 9 Years in New Capital,/en/buy/apartment-for-sale-cairo-new-capital-city-new-capital-compounds-il-bosco-2106266.html,3,2,166,9280.0,Egypt
265,Apartment 4 Bedrooms for Sale with installment over 9 Years in New Capital,/en/buy/apartment-for-sale-cairo-new-capital-city-new-capital-compounds-il-bosco-2105130.html,4,3,180,10880.0,Egypt
